  0.117 0.1307 0.0213 1.2233 0.2861 0.5311 0.0656 0.1229 0.1291   1458.   373.    78.   135.
  0.116 0.1267 0.0206 1.1909 0.2916 0.5424 0.0667 0.1255 0.1319   1458.   373.    78.   135.
  0.115 0.1228 0.0200 1.1589 0.2971 0.5537 0.0677 0.1281 0.1346   1459.   373.    78.   135.
  0.114 0.1189 0.0193 1.1274 0.3025 0.5650 0.0688 0.1308 0.1374   1459.   373.    78.   135.
  0.113 0.1151 0.0187 1.0965 0.3080 0.5763 0.0698 0.1334 0.1401   1459.   373.    78.   135.
  0.112 0.1114 0.0181 1.0661 0.3135 0.5876 0.0708 0.1360 0.1429   1459.   373.    78.   135.
  0.111 0.1078 0.0175 1.0362 0.3189 0.5989 0.0717 0.1386 0.1456   1459.   373.    78.   135.
  0.110 0.1043 0.0169 1.0068 0.3244 0.6102 0.0727 0.1412 0.1483   1459.   373.    78.   135.
  0.109 0.1008 0.0163 0.9780 0.3299 0.6215 0.0736 0.1438 0.1511   1459.   373.    78.   135.
  0.108 0.0975 0.0158 0.9496 0.3353 0.6328 0.0745 0.1464 0.1538   1458.   373.    78.   135.
  0.107 0.0942 0.0152 0.9218 0.3408 0.6441 0.0754 0.1490 0.1566   1458.   373.    78.   135.
  0.106 0.0909 0.0147 0.8944 0.3463 0.6554 0.0762 0.1516 0.1593   1458.   373.    78.   135.
  0.105 0.0878 0.0142 0.8676 0.3518 0.6667 0.0771 0.1542 0.1620   1458.   373.    78.   135.
  0.104 0.0847 0.0137 0.8413 0.3572 0.6780 0.0779 0.1568 0.1648   1458.   373.    78.   135.
  0.103 0.0817 0.0132 0.8155 0.3627 0.6893 0.0787 0.1594 0.1675   1457.   373.    78.   135.
  0.102 0.0788 0.0127 0.7902 0.3682 0.7006 0.0794 0.1620 0.1703   1457.   373.    78.   135.
  0.101 0.0759 0.0123 0.7654 0.3736 0.7119 0.0801 0.1646 0.1730   1457.   373.    78.   135.
  0.100 0.0731 0.0118 0.7411 0.3791 0.7232 0.0808 0.1672 0.1757   1456.   373.    78.   136.
  0.099 0.0704 0.0114 0.7173 0.3846 0.7345 0.0815 0.1698 0.1785   1456.   373.    78.   136.
  0.098 0.0678 0.0109 0.6941 0.3900 0.7458 0.0822 0.1723 0.1812   1455.   373.    78.   136.
  0.097 0.0652 0.0105 0.6713 0.3955 0.7571 0.0828 0.1749 0.1839   1454.   374.    78.   136.
  0.096 0.0627 0.0101 0.6490 0.4010 0.7684 0.0834 0.1775 0.1867   1454.   374.    78.   136.
  0.095 0.0603 0.0097 0.6272 0.4064 0.7797 0.0840 0.1801 0.1894   1453.   374.    78.   136.
  0.094 0.0579 0.0093 0.6059 0.4119 0.7910 0.0845 0.1827 0.1922   1452.   374.    79.   136.
  0.093 0.0556 0.0089 0.5851 0.4174 0.8023 0.0850 0.1853 0.1949   1451.   374.    79.   136.
  0.092 0.0534 0.0086 0.5647 0.4228 0.8136 0.0855 0.1879 0.1976   1450.   374.    79.   136.
  0.091 0.0512 0.0082 0.5449 0.4283 0.8249 0.0859 0.1905 0.2004   1448.   375.    79.   136.
  0.090 0.0491 0.0078 0.5255 0.4337 0.8362 0.0863 0.1931 0.2031   1447.   375.    79.   136.
